,symbol,name,isin,sector,industry,country,exchange
827,RENE,REN,PTREL0AM0008,,,,Euronext Lisbon
828,RENT3,,JP3981850005,,,,
829,RET,RETAIL ESTATES,BE0003720340,,,,Euronext Brussels
830,RFDI,,JO2103411010,,,,
831,RFEM,,US33739P7078,,,,
832,RFEU,,US33739P8068,,,,
833,RING,,US46434G8556,,,,
834,RIVER,RIVER TECH,JP3974550000,,,,Euronext Growth Oslo
835,RMG,,INE655V01019,,,,
836,RMS,HERMES INTL,FR0000052292,,,,Euronext Paris
837,ROCLU,,US77867R2094,,,,
838,ROM,ROMREAL,US74347R6936,,,,Euronext Expand Oslo
839,ROMER,ROMERIKE SPAREBK,BMG763301022,,,,Euronext Growth Oslo
840,ROOD,ROODMICROTEC,NL0000440477,,,,Euronext Amsterdam
841,ROR,,JP3982200002,,,,
842,ROTH,ROTHSCHILD & CO,US71715Y1029,,,,Euronext Paris
843,ROU,ROULARTA,BE0003741551,,,,Euronext Brussels
844,RSW,,US78355W7671,,,,
845,RTH,,US92189F6842,,,,
846,RTO,,INE535D01029,,,,
847,RUI,RUBIS,BG1100084075,,,,Euronext Paris
848,RVPHW,,INE159A01016,,,,
849,RWI,RENEWI,BG1100026076,,,,Euronext Amsterdam
850,RXL,REXEL,US74347R7355,,,,Euronext Paris
851,RYA,RYANAIR HOLD. PLC,RU000A0D9AF5,,,,Euronext Dublin
852,RYTM,,US76243J1051,,,,
853,SABE,SAINT JEAN GROUPE,FR0000060121,,,,Euronext Paris
854,SACI,FIDUCIAL OFF.SOL.,ARLRIC300027,,,,Euronext Paris
855,SAIN,,JP3424980005,,,,
856,SAMS,SAMSE,FR0000060071,,,,Euronext Paris
857,SBMO,SBM OFFSHORE,DE000A3E5CP0,,,,Euronext Amsterdam
858,SBRY,,INE431C01023,,,,
859,SBUX,,US8552441094,,,,
860,SCHD,SCHEERD.V KERCHOVE,US8085247976,,,,Euronext Brussels
861,SCHP,SECHE ENVIRONNEM.,US8085248701,,,,Euronext Paris
862,SCP,SPORTING,PTSCP0AM0001,,,,Euronext Lisbon
863,SCPS,,US8091711015,,,,
864,SCR,SCOR SE,JP3913600007,,,,Euronext Paris
865,SCZ,,US4642882736,,,,
866,SDACW,,INE001A01036,,,,
867,SDP,,US74347B7221,,,,
868,SDR,,AU000000SSM2,,,,
869,SDT,VISIODENT,DE000A3CM708,,,,Euronext Paris
870,SEC,SODITECH,FR0000078321,,,,Euronext Paris
871,SEIT,,JP3722200007,,,,
872,SELER,SELECTIRENTE,FR0004175842,,,,Euronext Paris
873,SEQUA,SEQUANA MEDICAL,BE0974340722,,,,Euronext Brussels
874,SESL,SES IMAGOTAG,INE195F01019,,,,Euronext Paris
875,SGO,SAINT GOBAIN,FR0000125007,,,,Euronext Paris
876,SGRO,SEGRO PLC,GB00B5ZN1N88,,,,Euronext Paris
877,SHB,,CNE100003P17,,,,
878,SHIPZ,,JP3390360000,,,,
879,SHUR,SHURGARD,INE344E01016,,,,Euronext Brussels
880,SHV,,US4642886794,,,,
881,SHY,,US4642874576,,,,
882,SIGHT,GENSIGHT BIOLOGICS,FR0010035816,,,,Euronext Paris
883,SIKRI,SIKRI HOLDING,NO0010881717,,,,Euronext Growth Oslo
884,SIP,SIPEF,AU000000SRI2,,,,Euronext Brussels
885,SK,S.E.B.,FR0000121709,,,,Euronext Paris
886,SKAND,SKANDIA GREENPOWER,NO0010739402,,,,Euronext Growth Oslo
887,SKG,,NO0010861115,,,,
888,SKOR,,US33939L7617,,,,
889,SKYY,,US33734X1928,,,,
890,SLCO,SELCODIS,US84609P1030,,,,Euronext Paris
891,SLCRW,,INE222U01010,,,,
892,SLQD,,US46434V1008,,,,
893,SLVO,,US22542D4491,,,,
894,SMCP,,US26922A8348,,,,
895,SMH,,US92189F6768,,,,
896,SMIN,,US46429B6149,,,,
897,SNLN,,US4301017749,,,,
